issue,draw_date,sales_amount,one,two,three
2005347,2005-12-20,0,2,7,2
2005346,2005-12-19,0,1,3,9
2005345,2005-12-18,0,9,2,4
2005344,2005-12-17,0,3,8,1
2005343,2005-12-16,0,8,9,5
2005342,2005-12-15,0,8,6,4
2005341,2005-12-14,0,4,6,7
2005340,2005-12-13,0,9,9,8
2005339,2005-12-12,0,4,7,3
2005338,2005-12-11,0,4,9,3
2005337,2005-12-10,0,5,3,9
2005336,2005-12-09,0,2,4,8
2005335,2005-12-08,0,2,1,8
2005334,2005-12-07,0,8,2,7
2005333,2005-12-06,0,5,4,0
2005332,2005-12-05,0,2,0,8
2005331,2005-12-04,0,1,7,6
2005330,2005-12-03,0,9,0,5
2005329,2005-12-02,0,9,0,0
2005328,2005-12-01,0,0,0,9
2005327,2005-11-30,0,0,9,7
2005326,2005-11-29,0,8,7,4
2005325,2005-11-28,0,2,1,2
2005324,2005-11-27,0,1,3,9
2005323,2005-11-26,0,1,6,2
2005322,2005-11-25,0,5,8,3
2005321,2005-11-24,0,0,2,4
2005320,2005-11-23,0,9,2,2
2005319,2005-11-22,0,3,6,9
2005318,2005-11-21,0,7,9,3
2005317,2005-11-20,0,8,5,1
2005316,2005-11-19,0,2,7,2
2005315,2005-11-18,0,1,9,8
2005314,2005-11-17,0,7,0,5
2005313,2005-11-16,0,7,8,9
2005312,2005-11-15,0,3,1,3
2005311,2005-11-14,0,8,0,9
2005310,2005-11-13,0,2,8,8
2005309,2005-11-12,0,6,9,9
2005308,2005-11-11,0,8,6,8
2005307,2005-11-10,0,5,9,8
2005306,2005-11-09,0,5,5,0
2005305,2005-11-08,0,8,0,6
2005304,2005-11-07,0,3,3,2
2005303,2005-11-06,0,5,4,0
2005302,2005-11-05,0,4,5,6
2005301,2005-11-04,0,6,5,0
2005300,2005-11-03,0,8,9,5
2005299,2005-11-02,0,1,3,8
2005298,2005-11-01,0,7,1,3
2005297,2005-10-31,0,7,5,3
2005296,2005-10-30,0,5,3,1
2005295,2005-10-29,0,9,1,4
2005294,2005-10-28,0,8,3,3
2005293,2005-10-27,0,4,5,5
2005292,2005-10-26,0,4,2,8
2005291,2005-10-25,0,2,2,7
2005290,2005-10-24,0,8,2,3
2005289,2005-10-23,0,0,2,8
2005288,2005-10-22,0,1,8,5
2005287,2005-10-21,0,3,3,5
2005286,2005-10-20,0,5,1,6
2005285,2005-10-19,0,4,7,8
2005284,2005-10-18,0,2,2,0
2005283,2005-10-17,0,2,1,4
2005282,2005-10-16,0,2,7,1
2005281,2005-10-15,0,7,6,2
2005280,2005-10-14,0,0,4,1
2005279,2005-10-13,0,7,1,4
2005278,2005-10-12,0,1,4,9
2005277,2005-10-11,0,0,5,9
2005276,2005-10-10,0,7,8,3
2005275,2005-10-09,0,9,2,5
2005274,2005-10-08,0,2,6,2
2005273,2005-10-07,0,2,0,9
2005272,2005-10-06,0,2,9,0
2005271,2005-10-05,0,5,2,8
2005270,2005-10-04,0,3,9,6
2005269,2005-10-03,0,9,4,0
2005268,2005-10-02,0,9,2,7
2005267,2005-10-01,0,3,1,6
2005266,2005-09-30,0,9,5,2
2005265,2005-09-29,0,3,3,6
2005264,2005-09-28,0,3,9,3
2005263,2005-09-27,0,6,1,7
2005262,2005-09-26,0,2,0,3
2005261,2005-09-25,0,5,4,2
2005260,2005-09-24,0,1,5,8
2005259,2005-09-23,0,3,4,8
2005258,2005-09-22,0,8,9,4
2005257,2005-09-21,0,2,8,5
2005256,2005-09-20,0,7,5,1
2005255,2005-09-19,0,0,4,1
2005254,2005-09-18,0,4,2,5
2005253,2005-09-17,0,1,6,3
2005252,2005-09-16,0,5,5,7
2005251,2005-09-15,0,5,0,6
2005250,2005-09-14,0,4,3,4
2005249,2005-09-13,0,6,9,2
2005248,2005-09-12,0,9,0,0
2005247,2005-09-11,0,5,7,4
2005246,2005-09-10,0,5,1,9
2005245,2005-09-09,0,9,7,7
2005244,2005-09-08,0,3,3,1
2005243,2005-09-07,0,1,0,3
2005242,2005-09-06,0,5,9,2
2005241,2005-09-05,0,1,2,6
2005240,2005-09-04,0,8,7,1
2005239,2005-09-03,0,9,0,1
2005238,2005-09-02,0,0,1,8
2005237,2005-09-01,0,7,6,7
2005236,2005-08-31,0,4,9,5
2005235,2005-08-30,0,1,3,4
2005234,2005-08-29,0,8,9,0
2005233,2005-08-28,0,9,3,3
2005232,2005-08-27,0,1,7,5
2005231,2005-08-26,0,6,3,0
2005230,2005-08-25,0,4,8,3
2005229,2005-08-24,0,1,3,9
2005228,2005-08-23,0,2,0,9
2005227,2005-08-22,0,4,5,5
2005226,2005-08-21,0,6,0,3
2005225,2005-08-20,0,2,6,0
2005224,2005-08-19,0,7,9,4
2005223,2005-08-18,0,8,0,7
2005222,2005-08-17,0,7,8,8
2005221,2005-08-16,0,9,8,9
2005220,2005-08-15,0,1,5,8
2005219,2005-08-14,0,0,1,3
2005218,2005-08-13,0,8,9,2
2005217,2005-08-12,0,9,6,4
2005216,2005-08-11,0,9,5,1
2005215,2005-08-10,0,0,0,2
2005214,2005-08-09,0,9,6,1
2005213,2005-08-08,0,4,2,4
2005212,2005-08-07,0,9,9,4
2005211,2005-08-06,0,4,0,4
2005210,2005-08-05,0,0,7,4
2005209,2005-08-04,0,1,6,6
2005208,2005-08-03,0,5,9,8
2005207,2005-08-02,0,1,2,9
2005206,2005-08-01,0,8,5,9
2005205,2005-07-31,0,1,6,4
2005204,2005-07-30,0,0,7,3
2005203,2005-07-29,0,8,7,7
2005202,2005-07-28,0,6,1,2
2005201,2005-07-27,0,3,8,0
2005200,2005-07-26,0,6,6,7
2005199,2005-07-25,0,2,1,4
2005198,2005-07-24,0,3,2,8
2005197,2005-07-23,0,7,3,4
2005196,2005-07-22,0,6,5,4
2005195,2005-07-21,0,8,3,0
2005194,2005-07-20,0,8,4,2
2005193,2005-07-19,0,7,1,0
2005192,2005-07-18,0,3,5,3
2005191,2005-07-17,0,7,9,8
2005190,2005-07-16,0,3,2,2
2005189,2005-07-15,0,9,2,7
2005188,2005-07-14,0,8,1,8
2005187,2005-07-13,0,3,3,2
2005186,2005-07-12,0,7,5,6
2005185,2005-07-11,0,8,1,0
2005184,2005-07-10,0,9,1,8
2005183,2005-07-09,0,1,5,3
2005182,2005-07-08,0,4,3,3
2005181,2005-07-07,0,0,7,3
2005180,2005-07-06,0,2,6,8
2005179,2005-07-05,0,1,2,3
2005178,2005-07-04,0,0,7,5
2005177,2005-07-03,0,2,5,1
2005176,2005-07-02,0,5,1,7
2005175,2005-07-01,0,8,1,3
2005174,2005-06-30,0,6,0,9
2005173,2005-06-29,0,7,9,1
2005172,2005-06-28,0,3,7,0
2005171,2005-06-27,0,5,5,8
2005170,2005-06-26,0,2,1,4
2005169,2005-06-25,0,2,3,8
2005168,2005-06-24,0,6,6,4
2005167,2005-06-23,0,3,0,0
2005166,2005-06-22,0,7,7,5
2005165,2005-06-21,0,2,4,9
2005164,2005-06-20,0,3,6,1
2005163,2005-06-19,0,5,8,6
2005162,2005-06-18,0,5,1,6
2005161,2005-06-17,0,4,8,8
2005160,2005-06-16,0,7,9,1
2005159,2005-06-15,0,9,9,6
2005158,2005-06-14,0,0,6,0
2005157,2005-06-13,0,5,9,0
2005156,2005-06-12,0,4,3,0
2005155,2005-06-11,0,7,4,9
2005154,2005-06-10,0,3,1,9
2005153,2005-06-09,0,3,6,9
2005152,2005-06-08,0,9,4,9
2005151,2005-06-07,0,3,1,2
2005150,2005-06-06,0,9,5,0
2005149,2005-06-05,0,7,7,4
2005148,2005-06-04,0,1,6,8
2005147,2005-06-03,0,9,6,5
2005146,2005-06-02,0,4,7,7
2005145,2005-06-01,0,9,4,3
2005144,2005-05-31,0,4,9,4
2005143,2005-05-30,0,1,0,5
2005142,2005-05-29,0,3,0,6
2005141,2005-05-28,0,6,6,3
2005140,2005-05-27,0,5,7,2
2005139,2005-05-26,0,6,6,7
2005138,2005-05-25,0,1,6,7
2005137,2005-05-24,0,0,5,2
2005136,2005-05-23,0,4,8,9
2005135,2005-05-22,0,9,3,6
2005134,2005-05-21,0,8,9,9
2005133,2005-05-20,0,9,6,4
2005132,2005-05-19,0,1,8,0
2005131,2005-05-18,0,7,9,6
2005130,2005-05-17,0,1,3,1
2005129,2005-05-16,0,5,7,3
2005128,2005-05-15,0,5,9,6
2005127,2005-05-14,0,4,8,2
2005126,2005-05-13,0,5,9,4
2005125,2005-05-12,0,0,0,5
2005124,2005-05-11,0,3,3,3
2005123,2005-05-10,0,0,3,4
2005122,2005-05-09,0,2,7,5
2005121,2005-05-08,0,0,5,3
2005120,2005-05-07,0,5,0,2
2005119,2005-05-06,0,1,0,2
2005118,2005-05-05,0,9,1,6
2005117,2005-05-04,0,1,3,0
2005116,2005-05-03,0,8,3,0
2005115,2005-05-02,0,8,8,0
2005114,2005-05-01,0,3,6,7
2005113,2005-04-30,0,3,8,0
2005112,2005-04-29,0,5,2,9
2005111,2005-04-28,0,0,7,9
2005110,2005-04-27,0,8,5,1
2005109,2005-04-26,0,6,3,0
2005108,2005-04-25,0,2,0,3
2005107,2005-04-24,0,6,0,9
2005106,2005-04-23,0,6,6,9
2005105,2005-04-22,0,2,4,0
2005104,2005-04-21,0,8,6,9
2005103,2005-04-20,0,0,4,5
2005102,2005-04-19,0,6,7,1
2005101,2005-04-18,0,3,0,7
2005100,2005-04-17,0,5,4,9
2005099,2005-04-16,0,4,2,2
2005098,2005-04-15,0,0,6,3
2005097,2005-04-14,0,6,6,5
2005096,2005-04-13,0,6,0,6
2005095,2005-04-12,0,0,2,2
2005094,2005-04-11,0,1,7,1
2005093,2005-04-10,0,6,6,0
2005092,2005-04-09,0,8,1,6
2005091,2005-04-08,0,1,1,5
2005090,2005-04-07,0,2,1,7
2005089,2005-04-06,0,8,8,5
2005088,2005-04-05,0,5,7,1
2005087,2005-04-04,0,1,5,7
2005086,2005-04-03,0,2,2,8
2005085,2005-04-02,0,4,1,6
2005084,2005-04-01,0,8,8,0
2005083,2005-03-31,0,6,6,6
2005082,2005-03-30,0,2,1,2
2005081,2005-03-29,0,8,0,8
2005080,2005-03-28,0,5,5,3
2005079,2005-03-27,0,2,9,5
2005078,2005-03-26,0,9,6,9
2005077,2005-03-25,0,9,4,4
2005076,2005-03-24,0,0,5,3
2005075,2005-03-23,0,1,4,4
2005074,2005-03-22,0,0,5,8
2005073,2005-03-21,0,4,5,8
2005072,2005-03-20,0,5,9,5
2005071,2005-03-19,0,5,5,5
2005070,2005-03-18,0,8,5,4
2005069,2005-03-17,0,1,6,9
2005068,2005-03-16,0,9,5,8
2005067,2005-03-15,0,8,7,5
2005066,2005-03-14,0,7,8,7
2005065,2005-03-13,0,4,6,7
2005064,2005-03-12,0,6,0,0
2005063,2005-03-11,0,9,5,9
2005062,2005-03-10,0,3,1,1
2005061,2005-03-09,0,2,4,5
2005060,2005-03-08,0,7,1,7
2005059,2005-03-07,0,5,4,2
2005058,2005-03-06,0,1,9,5
2005057,2005-03-05,0,0,8,1
2005056,2005-03-04,0,2,5,7
2005055,2005-03-03,0,0,5,8
2005054,2005-03-02,0,3,0,7
2005053,2005-03-01,0,1,4,2
2005052,2005-02-28,0,4,9,3
2005051,2005-02-27,0,8,3,0
2005050,2005-02-26,0,2,7,2
2005049,2005-02-25,0,7,8,4
2005048,2005-02-24,0,0,0,5
2005047,2005-02-23,0,7,1,0
2005046,2005-02-22,0,4,8,8
2005045,2005-02-21,0,0,2,8
2005044,2005-02-20,0,9,3,4
2005043,2005-02-19,0,9,4,2
2005042,2005-02-18,0,4,6,6
2005041,2005-02-17,0,7,0,0
2005040,2005-02-16,0,7,2,3
2005039,2005-02-08,0,0,8,6
2005038,2005-02-07,0,6,3,1
2005037,2005-02-06,0,0,7,4
2005036,2005-02-05,0,2,7,5
2005035,2005-02-04,0,5,9,9
2005034,2005-02-03,0,1,5,1
2005033,2005-02-02,0,8,8,1
2005032,2005-02-01,0,8,5,3
2005031,2005-01-31,0,6,9,9
2005030,2005-01-30,0,8,2,7
2005029,2005-01-29,0,7,1,7
2005028,2005-01-28,0,3,8,9
2005027,2005-01-27,0,9,2,5
2005026,2005-01-26,0,3,3,9
2005025,2005-01-25,0,9,8,5
2005024,2005-01-24,0,2,7,1
2005023,2005-01-23,0,4,0,5
2005022,2005-01-22,0,3,1,3
2005021,2005-01-21,0,0,7,5
2005020,2005-01-20,0,7,6,6
2005019,2005-01-19,0,8,0,3
2005018,2005-01-18,0,7,1,5
2005017,2005-01-17,0,8,0,2
2005016,2005-01-16,0,1,0,7
2005015,2005-01-15,0,4,3,8
2005014,2005-01-14,0,0,5,3
2005013,2005-01-13,0,8,5,0
2005012,2005-01-12,0,8,5,4
2005011,2005-01-11,0,7,4,0
2005010,2005-01-10,0,6,5,8
2005009,2005-01-09,0,7,0,7
2005008,2005-01-08,0,0,0,3
2005007,2005-01-07,0,3,1,9
2005006,2005-01-06,0,8,6,4
2005005,2005-01-05,0,5,6,8
2005004,2005-01-04,0,0,5,2
2005003,2005-01-03,0,9,2,8
2005002,2005-01-02,0,0,4,3
2005001,2005-01-01,0,0,1,9
2006357,2006-12-31,"50,655,532",0,1,5
2006356,2006-12-30,0,6,2,3
2006355,2006-12-29,"28,081,154",8,2,7
2006354,2006-12-28,0,2,8,3
2006353,2006-12-27,"59,189,142",5,0,3
2006352,2006-12-26,"58,718,452",9,3,9
2006351,2006-12-25,0,5,0,9
2006350,2006-12-24,"59,116,004",8,0,2
2006349,2006-12-23,0,4,1,5
2006348,2006-12-22,"58,042,688",6,4,4
2006347,2006-12-21,0,5,6,9
2006346,2006-12-20,0,7,6,0
2006345,2006-12-19,"55,971,642",6,7,6
2006344,2006-12-18,0,9,4,8
2006343,2006-12-17,"50,151,210",5,3,9
2006342,2006-12-16,0,6,9,5
2006341,2006-12-15,0,0,4,7
2006340,2006-12-14,0,7,9,0
2006339,2006-12-13,"53,530,484",6,3,8
2006338,2006-12-12,"51,567,058",4,4,7
2006337,2006-12-11,"54,758,304",9,0,0
2006336,2006-12-10,"49,949,670",4,6,0
2006335,2006-12-09,"52,127,972",9,7,7
2006334,2006-12-08,"57,292,948",1,8,2
2006333,2006-12-07,"55,502,668",1,7,3
2006332,2006-12-06,"55,931,058",3,6,5
2006331,2006-12-05,"53,759,656",1,4,0
2006330,2006-12-04,"56,335,432",4,5,5
2006329,2006-12-03,"53,362,082",8,6,3
2006328,2006-12-02,"52,784,990",9,6,0
2006327,2006-12-01,"53,807,362",6,8,3
2006326,2006-11-30,"53,390,806",1,8,9
2006325,2006-11-29,"54,964,350",0,3,9
2006324,2006-11-28,"52,069,822",1,4,7
2006323,2006-11-27,"51,172,610",0,1,9
2006322,2006-11-26,"51,444,802",9,5,9
2006321,2006-11-25,0,6,4,1
2006320,2006-11-24,"52,990,304",9,0,4
2006319,2006-11-23,"49,570,812",1,6,4
2006318,2006-11-22,0,5,0,3
2006317,2006-11-21,0,3,0,0
2006316,2006-11-20,"49,089,256",8,5,1
2006315,2006-11-19,0,0,6,4
2006314,2006-11-18,"44,492,554",7,8,3
2006313,2006-11-17,"46,224,566",3,0,0
2006312,2006-11-16,"45,405,548",6,8,9
2006311,2006-11-15,"47,592,950",2,4,2
2006310,2006-11-14,"45,938,532",9,5,8
2006309,2006-11-13,"47,165,786",8,0,7
2006308,2006-11-12,"46,413,256",1,7,5
2006307,2006-11-11,"47,213,896",6,4,0
2006306,2006-11-10,"46,521,048",4,1,7
2006305,2006-11-09,"44,917,116",0,4,1
2006304,2006-11-08,"45,453,432",5,1,7
2006303,2006-11-07,"45,677,032",6,7,7
2006302,2006-11-06,"45,008,084",2,3,7
2006301,2006-11-05,"42,741,990",8,6,5
2006300,2006-11-04,"43,362,878",8,4,6
2006299,2006-11-03,"43,899,790",7,3,6
2006298,2006-11-02,"43,436,694",3,6,3
2006297,2006-11-01,"46,556,106",3,0,8
2006296,2006-10-31,"45,877,532",5,1,9
2006295,2006-10-30,"45,073,768",2,1,9
2006294,2006-10-29,"43,504,532",1,5,2
2006293,2006-10-28,"43,756,086",4,5,2
2006292,2006-10-27,"46,089,762",5,6,6
2006291,2006-10-26,"43,681,150",6,7,1
2006290,2006-10-25,"45,292,366",9,1,8
2006289,2006-10-24,"43,810,920",2,4,4
2006288,2006-10-23,"45,088,480",3,1,6
2006287,2006-10-22,"41,255,002",7,9,1
2006286,2006-10-21,"41,628,422",9,2,1
2006285,2006-10-20,"43,326,222",3,4,2
2006284,2006-10-19,"43,019,464",1,6,0
2006283,2006-10-18,"44,392,530",1,3,1
2006282,2006-10-17,"43,127,738",0,4,3
2006281,2006-10-16,"43,127,704",9,8,1
2006280,2006-10-15,"42,129,980",0,5,0
2006279,2006-10-14,"42,209,746",1,4,6
2006278,2006-10-13,"44,082,682",7,9,3
2006277,2006-10-12,"44,525,094",9,9,2
2006276,2006-10-11,"45,838,542",9,3,5
2006275,2006-10-10,"45,582,122",5,7,6
2006274,2006-10-09,"43,011,300",4,2,6
2006273,2006-10-08,"42,160,062",8,4,9
2006272,2006-10-07,"41,631,472",8,5,7
2006271,2006-10-06,"40,312,854",4,9,2
2006270,2006-10-05,"56,836,602",0,8,3
2006269,2006-10-04,"54,454,858",5,3,7
2006268,2006-10-03,"53,371,432",4,4,0
2006267,2006-10-02,"52,630,288",6,9,1
2006266,2006-10-01,"55,151,202",9,7,3
2006265,2006-09-30,"57,574,224",1,4,3
2006264,2006-09-29,"59,712,710",5,2,0
2006263,2006-09-28,"58,377,060",5,4,1
2006262,2006-09-27,"57,579,824",4,5,7
2006261,2006-09-26,"53,632,246",4,7,3
2006260,2006-09-25,"52,283,076",2,4,1
2006259,2006-09-24,"51,912,576",1,1,0
2006258,2006-09-23,"51,114,282",1,5,8
2006257,2006-09-22,"53,295,574",1,8,4
2006256,2006-09-21,"53,274,714",2,6,6
2006255,2006-09-20,"56,934,166",5,0,1
2006254,2006-09-19,"55,122,662",0,2,3
2006253,2006-09-18,"54,227,688",3,1,0
2006252,2006-09-17,"52,449,700",0,6,8
2006251,2006-09-16,"54,178,598",4,7,4
2006250,2006-09-15,"54,175,330",4,1,1
2006249,2006-09-14,"52,119,582",4,4,8
2006248,2006-09-13,"54,307,986",9,9,8
2006247,2006-09-12,"53,061,814",5,2,3
2006246,2006-09-11,"53,270,728",4,1,0
2006245,2006-09-10,"50,548,030",5,6,8
2006244,2006-09-09,"48,872,218",0,7,6
2006243,2006-09-08,"49,112,776",4,3,5
2006242,2006-09-07,"49,628,278",4,3,3
2006241,2006-09-06,"51,195,992",3,2,1
2006240,2006-09-05,"48,912,710",0,7,2
2006239,2006-09-04,"48,024,488",8,7,4
2006238,2006-09-03,"46,540,632",1,6,5
2006237,2006-09-02,"46,093,188",6,8,3
2006236,2006-09-01,"46,921,126",2,5,1
2006235,2006-08-31,"44,189,424",3,1,5
2006234,2006-08-30,"47,004,054",6,6,6
2006233,2006-08-29,"47,114,288",9,9,4
2006232,2006-08-28,"50,804,284",7,2,7
2006231,2006-08-27,"48,461,614",6,4,5
2006230,2006-08-26,"47,187,650",2,7,9
2006229,2006-08-25,"48,514,350",7,7,2
2006228,2006-08-24,"48,345,890",5,5,9
2006227,2006-08-23,"47,653,762",8,5,0
2006226,2006-08-22,"46,468,594",6,8,5
2006225,2006-08-21,"46,410,160",3,4,0
2006224,2006-08-20,"44,539,770",0,3,9
2006223,2006-08-19,"45,542,674",7,4,8
2006222,2006-08-18,"46,222,184",7,1,8
2006221,2006-08-17,"46,058,972",4,7,9
2006220,2006-08-16,"45,613,192",2,5,3
2006219,2006-08-15,"45,079,166",7,9,0
2006218,2006-08-14,"43,452,676",4,4,0
2006217,2006-08-13,"42,655,784",7,9,5
2006216,2006-08-12,"41,341,384",3,3,4
2006215,2006-08-11,"41,349,594",6,6,3
2006214,2006-08-10,"58,049,468",6,6,6
2006213,2006-08-09,"59,357,246",1,2,6
2006212,2006-08-08,"55,983,894",6,8,3
2006211,2006-08-07,"59,593,788",3,3,0
2006210,2006-08-06,"56,792,994",0,8,5
2006209,2006-08-05,"56,562,186",4,5,0
2006208,2006-08-04,"56,210,166",1,3,8
2006207,2006-08-03,"57,457,420",3,7,7
2006206,2006-08-02,"58,115,436",5,5,7
2006205,2006-08-01,"57,352,410",6,0,1
2006204,2006-07-31,"57,477,172",8,2,0
2006203,2006-07-30,"55,640,344",5,3,9
2006202,2006-07-29,"55,753,330",8,4,2
2006201,2006-07-28,"56,460,860",9,8,2
2006200,2006-07-27,"55,709,772",6,7,3
2006199,2006-07-26,"54,012,458",2,4,1
2006198,2006-07-25,"56,973,752",0,0,1
2006197,2006-07-24,"56,225,390",8,7,0
2006196,2006-07-23,"53,392,204",3,2,8
2006195,2006-07-22,"53,297,738",9,9,5
2006194,2006-07-21,"55,361,788",5,1,0
2006193,2006-07-20,"52,324,014",7,5,1
2006192,2006-07-19,"55,941,168",2,1,1
2006191,2006-07-18,"53,301,290",5,8,9
2006190,2006-07-17,"54,453,936",4,5,3
2006189,2006-07-16,"53,177,274",4,0,4
2006188,2006-07-15,"52,773,976",3,6,3
2006187,2006-07-14,"53,705,254",4,1,0
2006186,2006-07-13,"52,345,748",2,1,5
2006185,2006-07-12,"52,840,152",5,9,6
2006184,2006-07-11,"51,442,856",6,0,8
2006183,2006-07-10,"53,438,182",5,5,3
2006182,2006-07-09,"53,767,488",9,4,9
2006181,2006-07-08,"56,044,970",7,0,8
2006180,2006-07-07,"56,006,378",2,0,7
2006179,2006-07-06,"55,085,958",6,9,2
2006178,2006-07-05,"54,457,056",5,7,7
2006177,2006-07-04,"54,599,728",8,6,7
2006176,2006-07-03,"54,119,658",3,6,1
2006175,2006-07-02,"52,213,702",0,8,3
2006174,2006-07-01,"51,281,614",3,5,7
2006173,2006-06-30,"51,850,740",9,0,0
2006172,2006-06-29,"52,815,178",0,5,0
2006171,2006-06-28,"60,874,300",1,1,4
2006170,2006-06-27,"60,875,182",4,0,7
2006169,2006-06-26,"63,414,088",6,9,0
2006168,2006-06-25,"63,503,480",5,1,9
2006167,2006-06-24,"63,722,226",0,9,5
2006166,2006-06-23,"61,039,272",4,2,6
2006165,2006-06-22,"57,808,284",1,2,7
2006164,2006-06-21,"55,627,568",1,3,2
2006163,2006-06-20,"54,088,054",3,6,8
2006162,2006-06-19,"51,282,358",3,4,8
2006161,2006-06-18,"49,089,112",0,7,5
2006160,2006-06-17,"50,973,388",8,0,3
2006159,2006-06-16,"52,627,862",0,7,2
2006158,2006-06-15,"50,697,378",2,7,5
2006157,2006-06-14,"49,810,124",8,9,2
2006156,2006-06-13,"48,582,832",1,3,4
2006155,2006-06-12,"49,417,956",0,3,1
2006154,2006-06-11,"45,202,284",9,6,0
2006153,2006-06-10,"45,156,150",0,1,4
2006152,2006-06-09,"50,581,018",3,7,7
2006151,2006-06-08,"60,718,988",2,0,9
2006150,2006-06-07,"60,187,920",8,4,8
2006149,2006-06-06,"56,228,640",2,8,6
2006148,2006-06-05,"56,715,702",6,5,4
2006147,2006-06-04,"51,456,410",1,9,5
2006146,2006-06-03,"52,043,920",3,6,4
2006145,2006-06-02,"50,716,362",3,8,4
2006144,2006-06-01,"55,536,890",6,2,6
2006143,2006-05-31,"54,552,406",5,8,2
2006142,2006-05-30,"53,281,452",4,3,5
2006141,2006-05-29,"55,427,830",6,8,8
2006140,2006-05-28,"53,006,940",3,6,3
2006139,2006-05-27,"52,966,480",4,6,2
2006138,2006-05-26,"53,034,098",1,2,8
2006137,2006-05-25,"51,922,948",3,5,1
2006136,2006-05-24,"54,042,924",1,4,1
2006135,2006-05-23,"50,112,406",1,7,1
2006134,2006-05-22,"50,787,086",2,9,2
2006133,2006-05-21,"51,320,772",0,1,5
2006132,2006-05-20,"49,495,050",7,1,4
2006131,2006-05-19,"51,137,308",9,9,9
2006130,2006-05-18,"50,853,728",0,3,6
2006129,2006-05-17,"58,768,600",8,8,0
2006128,2006-05-16,"60,073,414",8,5,8
2006127,2006-05-15,"61,448,216",9,3,1
2006126,2006-05-14,"60,123,270",1,3,3
2006125,2006-05-13,"61,253,458",7,1,1
2006124,2006-05-12,"63,626,774",8,1,2
2006123,2006-05-11,"62,215,772",0,8,4
2006122,2006-05-10,"62,930,308",9,4,0
2006121,2006-05-09,"62,104,816",2,1,7
2006120,2006-05-08,"63,121,426",1,6,6
2006119,2006-05-07,"60,837,912",4,5,4
2006118,2006-05-06,"59,314,974",3,5,5
2006117,2006-05-05,"59,529,442",3,3,2
2006116,2006-05-04,"59,567,102",0,5,2
2006115,2006-05-03,"59,868,816",4,4,2
2006114,2006-05-02,"59,267,482",9,1,3
2006113,2006-05-01,"59,593,852",0,8,6
2006112,2006-04-30,"63,454,126",4,4,0
2006111,2006-04-29,"65,033,416",5,9,4
2006110,2006-04-28,"63,883,084",7,2,4
2006109,2006-04-27,"62,245,562",8,6,0
2006108,2006-04-26,"63,643,492",0,0,8
2006107,2006-04-25,"63,260,926",0,8,6
2006106,2006-04-24,"61,350,618",4,7,8
2006105,2006-04-23,"63,375,202",8,8,3
2006104,2006-04-22,"62,819,358",9,2,3
2006103,2006-04-21,"62,871,854",4,5,5
2006102,2006-04-20,"66,268,386",0,4,0
2006101,2006-04-19,"63,966,594",7,0,8
2006100,2006-04-18,"64,962,080",6,6,1
2006099,2006-04-17,"64,248,944",5,9,6
2006098,2006-04-16,"61,491,184",2,0,3
2006097,2006-04-15,"61,566,142",8,2,3
2006096,2006-04-14,"60,492,418",1,4,9
2006095,2006-04-13,"59,248,272",2,3,7
2006094,2006-04-12,"58,235,818",3,0,4
2006093,2006-04-11,"56,871,072",6,0,5
2006092,2006-04-10,"55,950,536",1,7,5
2006091,2006-04-09,"55,370,196",1,0,1
2006090,2006-04-08,"56,452,602",4,6,7
2006089,2006-04-07,"56,049,670",9,1,0
2006088,2006-04-06,"56,354,166",9,6,0
2006087,2006-04-05,"56,583,200",1,6,0
2006086,2006-04-04,"54,639,468",7,5,6
2006085,2006-04-03,"53,409,064",2,9,4
2006084,2006-04-02,"66,394,154",7,3,7
2006083,2006-04-01,"68,733,892",7,6,1
2006082,2006-03-31,"70,168,606",9,6,7
2006081,2006-03-30,"65,795,904",9,7,6
2006080,2006-03-29,"65,446,302",8,0,2
2006079,2006-03-28,"62,048,322",4,0,3
2006078,2006-03-27,"61,660,260",3,2,1
2006077,2006-03-26,"56,547,888",7,1,5
2006076,2006-03-25,"57,823,582",4,0,1
2006075,2006-03-24,"60,612,764",2,7,4
2006074,2006-03-23,"57,882,860",3,0,6
2006073,2006-03-22,"57,034,658",7,3,1
2006072,2006-03-21,"57,700,598",4,1,9
2006071,2006-03-20,"59,006,892",1,3,0
2006070,2006-03-19,"56,519,670",9,2,9
2006069,2006-03-18,"57,216,272",3,9,6
2006068,2006-03-17,"58,310,356",4,9,0
2006067,2006-03-16,"54,801,184",3,0,5
2006066,2006-03-15,"60,771,560",2,7,7
2006065,2006-03-14,"56,997,972",5,4,2
2006064,2006-03-13,"54,713,374",9,3,6
2006063,2006-03-12,"49,920,860",8,1,7
2006062,2006-03-11,"48,943,310",7,0,8
2006061,2006-03-10,"49,260,814",3,0,9
2006060,2006-03-09,"47,496,064",9,8,5
2006059,2006-03-08,"49,800,134",0,5,2
2006058,2006-03-07,"46,017,356",1,2,8
2006057,2006-03-06,"44,718,020",6,6,6
2006056,2006-03-05,"46,560,880",7,7,7
2006055,2006-03-04,"46,584,736",5,7,6
2006054,2006-03-03,"47,858,452",8,3,5
2006053,2006-03-02,"46,355,772",3,0,6
2006052,2006-03-01,"46,023,970",7,7,1
2006051,2006-02-28,"45,452,354",2,2,5
2006050,2006-02-27,"46,109,564",1,5,3
2006049,2006-02-26,"44,422,802",5,6,6
2006048,2006-02-25,"43,708,610",1,3,8
